Age at Issuance,Gender,Marital Status,Financial Dependents,Income (INR p.a.),Occupation,Major Life Events,Location,Policy Type,Time Since Issuance,Sum Assured (INR),Premium (INR p.a.),Payment Frequency,Payment Method,Missed Payments,Bank Balance (INR),Credit Score,Purchase Channel,Churn
18.3,Male,Unmarried,3,147296,Employed,2,Rural,Whole Life,7+ months,1000000,13032,Monthly,Manual Payment,0,51938,626,Direct,1
35.1,Female,Unmarried,1,121998,Gig Work,1,Rural,Term Life,7+ months,1000000,8456,Monthly,Auto-Debit,1,466989,635,Agent Distribution,0
49.7,Male,Married,2,224260,Gig Work,0,Urban,Whole Life,0-3 months,500000,8078,Annual,Auto-Debit,1,68795,678,Agent Distribution,0
64.8,Female,Married,2,184124,Gig Work,2,Rural,Term Life,4-6 months,1000000,12920,Half Yearly,Auto-Debit,0,111616,658,Agent Distribution,1
28.4,Female,Married,1,469062,Employed,2,Urban,Whole Life,0-3 months,5000000,55842,Quarterly,Auto-Debit,2,141642,560,Embedded Apps,1
38.2,Female,Unmarried,0,120000,Gig Work,1,Urban,Term Life,0-3 months,1000000,9031,Quarterly,Manual Payment,0,39761,648,Agent Distribution,1
43.8,Female,Unmarried,0,277019,Employed,1,Urban,Term Life,7+ months,5000000,99902,Monthly,Auto-Debit,3,265239,672,Direct,1
42.4,Male,Married,3,396660,Gig Work,1,Urban,Term Life,0-3 months,2000000,12151,Monthly,Auto-Debit,0,164340,629,Agent Distribution,1
39.5,Male,Married,4,984267,Employed,2,Urban,Term Life,4-6 months,500000,2826,Half Yearly,Auto-Debit,1,343419,734,Embedded Apps,0
44.2,Female,Married,2,191523,Employed,4,Urban,Whole Life,7+ months,2000000,16517,Annual,Manual Payment,0,57332,753,Embedded Apps,0
30.1,Male,Unmarried,0,336758,Employed,0,Urban,Term Life,7+ months,1000000,19566,Monthly,Manual Payment,0,106862,673,Agent Distribution,0
50.1,Male,Unmarried,2,120000,Retired,2,Urban,Whole Life,0-3 months,1000000,19688,Annual,Auto-Debit,0,101873,698,Direct,0
51.5,Female,Unmarried,3,120000,Employed,1,Urban,Term Life,7+ months,500000,7411,Monthly,Auto-Debit,1,121918,507,Agent Distribution,1
58.9,Female,Married,3,484727,Employed,1,Rural,Whole Life,7+ months,1000000,18201,Monthly,Manual Payment,1,30831,646,Agent Distribution,1
52.6,Male,Unmarried,0,267294,Gig Work,1,Urban,Whole Life,0-3 months,500000,4104,Monthly,Manual Payment,2,107868,760,Embedded Apps,1
18.2,Male,Married,0,612288,Employed,3,Urban,Term Life,4-6 months,500000,9790,Monthly,Auto-Debit,0,31534,646,Agent Distribution,1
38.1,Female,Unmarried,3,120000,Employed,1,Urban,Whole Life,7+ months,1000000,7141,Annual,Manual Payment,1,131487,621,Agent Distribution,1
65.8,Female,Married,2,386130,Employed,2,Urban,Term Life,7+ months,1000000,6516,Quarterly,Manual Payment,1,17981,862,Agent Distribution,0
24.0,Male,Married,1,992688,Employed,1,Rural,Whole Life,7+ months,5000000,33415,Monthly,Manual Payment,0,22442,825,Agent Distribution,0
45.2,Male,Unmarried,0,359976,Retired,0,Urban,Term Life,0-3 months,1000000,13596,Annual,Manual Payment,0,190011,717,Embedded Apps,1
34.7,Male,Unmarried,2,325659,Gig Work,0,Rural,Whole Life,4-6 months,2000000,33429,Annual,Manual Payment,0,63737,771,Agent Distribution,1
22.4,Male,Married,3,269949,Employed,2,Urban,Whole Life,7+ months,1000000,10500,Half Yearly,Auto-Debit,0,44788,501,Embedded Apps,0
48.7,Male,Unmarried,4,120000,Retired,0,Urban,Supplemental Health Insurance,0-3 months,2000000,39336,Annual,Manual Payment,0,272849,616,Agent Distribution,1
22.2,Female,Married,2,693080,Employed,2,Urban,Whole Life,4-6 months,1000000,11516,Monthly,Auto-Debit,1,128296,642,Direct,1
55.0,Female,Married,2,174975,Employed,1,Urban,Whole Life,7+ months,5000000,36283,Annual,Manual Payment,0,198326,661,Agent Distribution,1
20.4,Female,Married,0,381985,Employed,1,Urban,Term Life,4-6 months,1000000,11989,Half Yearly,Auto-Debit,1,86422,640,Direct,0
40.4,Male,Married,2,120000,Employed,1,Urban,Supplemental Health Insurance,7+ months,5000000,75927,Annual,Auto-Debit,3,842141,475,Direct,0
54.9,Female,Married,2,120000,Employed,1,Urban,Whole Life,7+ months,1000000,17483,Half Yearly,Manual Payment,1,60863,710,Agent Distribution,0
54.8,Male,Married,2,732750,Retired,0,Urban,Term Life,4-6 months,500000,5940,Monthly,Manual Payment,1,398553,723,Agent Distribution,1
27.8,Trans,Married,2,210425,Gig Work,1,Rural,Supplemental Health Insurance,7+ months,2000000,27808,Half Yearly,Auto-Debit,0,93986,808,Agent Distribution,0
27.0,Female,Unmarried,1,742139,Employed,2,Urban,Term Life,0-3 months,500000,4505,Monthly,Auto-Debit,2,26275,616,Direct,1
36.7,Male,Married,0,254037,Employed,2,Urban,Supplemental Health Insurance,7+ months,1000000,14688,Monthly,Auto-Debit,0,145259,610,Agent Distribution,1
34.7,Female,Unmarried,1,120000,Gig Work,1,Urban,Supplemental Health Insurance,0-3 months,500000,9894,Monthly,Manual Payment,1,126983,465,Agent Distribution,1
38.6,Male,Married,0,501043,Retired,1,Urban,Term Life,0-3 months,2000000,11471,Annual,Manual Payment,4,42571,656,Embedded Apps,1
31.1,Female,Unmarried,1,177562,Gig Work,0,Urban,Whole Life,7+ months,10000000,182979,Monthly,Auto-Debit,1,47203,752,Agent Distribution,0
26.2,Male,Married,5,437609,Employed,1,Rural,Term Life,7+ months,1000000,13434,Quarterly,Manual Payment,1,96784,631,Agent Distribution,0
63.2,Male,Married,2,273114,Gig Work,0,Rural,Term Life,7+ months,5000000,43907,Quarterly,Manual Payment,0,130587,851,Direct,0
18.4,Female,Married,2,120000,Employed,3,Urban,Term Life,4-6 months,1000000,19323,Annual,Auto-Debit,0,13676,659,Embedded Apps,0
62.3,Male,Married,3,301042,Employed,1,Urban,Whole Life,4-6 months,1000000,12250,Monthly,Manual Payment,2,229233,691,Agent Distribution,1
30.8,Female,Married,5,1248378,Employed,1,Urban,Term Life,7+ months,5000000,49876,Half Yearly,Auto-Debit,0,66463,570,Embedded Apps,0
21.0,Male,Unmarried,2,378923,Employed,1,Rural,Term Life,7+ months,5000000,38612,Annual,Manual Payment,1,34016,702,Direct,0
18.2,Female,Unmarried,3,257747,Employed,0,Urban,Whole Life,4-6 months,2000000,17333,Quarterly,Auto-Debit,0,209578,521,Agent Distribution,0
57.1,Female,Unmarried,1,569628,Employed,2,Urban,Term Life,7+ months,1000000,17492,Quarterly,Auto-Debit,2,96868,735,Agent Distribution,1
49.5,Female,Unmarried,1,310975,Employed,0,Urban,Term Life,7+ months,1000000,14216,Half Yearly,Auto-Debit,0,261171,737,Direct,1
51.1,Male,Married,2,310728,Gig Work,0,Rural,Term Life,7+ months,1000000,18698,Annual,Auto-Debit,0,140135,788,Agent Distribution,1
45.5,Male,Married,2,124974,Employed,2,Urban,Term Life,7+ months,1000000,8479,Half Yearly,Manual Payment,1,98596,598,Embedded Apps,0
49.0,Male,Married,2,316061,Employed,1,Urban,Whole Life,4-6 months,1000000,6817,Monthly,Auto-Debit,0,87362,692,Agent Distribution,1
25.5,Male,Married,1,553939,Employed,2,Rural,Term Life,7+ months,5000000,25456,Annual,Auto-Debit,0,145243,725,Embedded Apps,1
56.1,Female,Married,0,149455,Retired,2,Urban,Supplemental Health Insurance,4-6 months,5000000,63089,Quarterly,Manual Payment,0,70910,715,Direct,1
43.9,Female,Married,2,727338,Employed,1,Rural,Whole Life,7+ months,1000000,19974,Quarterly,Auto-Debit,0,49908,610,Agent Distribution,0
51.1,Female,Married,0,251652,Employed,2,Urban,Term Life,7+ months,500000,7712,Annual,Auto-Debit,0,160801,488,Agent Distribution,1
20.0,Female,Married,2,144143,Employed,0,Rural,Term Life,7+ months,5000000,48129,Monthly,Manual Payment,0,87939,707,Agent Distribution,1
29.4,Female,Unmarried,2,539469,Gig Work,2,Rural,Term Life,7+ months,500000,9076,Half Yearly,Manual Payment,1,101402,667,Embedded Apps,1
18.6,Female,Unmarried,3,219529,Retired,1,Urban,Whole Life,7+ months,2000000,33451,Quarterly,Auto-Debit,0,235980,634,Direct,0
61.6,Male,Married,3,456644,Employed,1,Rural,Term Life,7+ months,500000,2615,Annual,Auto-Debit,5,90120,741,Embedded Apps,0
22.7,Female,Unmarried,3,218768,Employed,2,Urban,Term Life,7+ months,1000000,17252,Monthly,Manual Payment,0,99910,676,Agent Distribution,1
47.6,Female,Unmarried,2,257331,Retired,3,Rural,Supplemental Health Insurance,7+ months,10000000,95079,Quarterly,Auto-Debit,0,61100,574,Direct,0
47.9,Female,Married,3,379076,Employed,4,Urban,Term Life,7+ months,500000,3622,Annual,Auto-Debit,0,139328,525,Embedded Apps,1
34.6,Male,Married,2,328939,Employed,2,Rural,Term Life,4-6 months,1000000,8394,Monthly,Auto-Debit,2,130595,589,Agent Distribution,0
65.0,Male,Married,1,120000,Employed,1,Urban,Supplemental Health Insurance,4-6 months,1000000,12028,Monthly,Auto-Debit,0,202930,871,Embedded Apps,1
64.5,Male,Unmarried,0,122409,Employed,1,Rural,Whole Life,0-3 months,5000000,56865,Annual,Manual Payment,1,62112,737,Agent Distribution,0
40.9,Female,Unmarried,1,514312,Employed,1,Urban,Term Life,7+ months,5000000,46666,Monthly,Manual Payment,0,68442,695,Embedded Apps,0
32.6,Female,Married,2,244630,Employed,1,Rural,Whole Life,7+ months,1000000,7583,Annual,Manual Payment,0,186038,665,Agent Distribution,0
54.3,Male,Married,2,185978,Gig Work,1,Rural,Term Life,7+ months,500000,8216,Monthly,Manual Payment,2,120785,660,Direct,0
38.9,Trans,Married,3,120000,Retired,3,Urban,Whole Life,7+ months,2000000,39703,Quarterly,Auto-Debit,0,47811,773,Agent Distribution,1
31.2,Male,Married,1,126018,Employed,1,Rural,Whole Life,7+ months,1000000,16666,Half Yearly,Auto-Debit,0,280756,640,Direct,1
19.2,Male,Married,0,120000,Gig Work,1,Rural,Supplemental Health Insurance,0-3 months,2000000,18878,Half Yearly,Manual Payment,2,25367,726,Agent Distribution,1
28.6,Male,Unmarried,4,249971,Employed,1,Urban,Supplemental Health Insurance,4-6 months,500000,4336,Quarterly,Auto-Debit,1,184873,652,Direct,1
56.6,Female,Unmarried,0,176503,Employed,3,Urban,Supplemental Health Insurance,4-6 months,500000,4132,Quarterly,Auto-Debit,3,35876,835,Direct,0
55.2,Female,Unmarried,2,136405,Employed,2,Urban,Supplemental Health Insurance,4-6 months,2000000,14100,Annual,Manual Payment,1,446248,739,Direct,1
51.8,Male,Unmarried,2,255841,Retired,2,Urban,Whole Life,7+ months,1000000,13269,Monthly,Auto-Debit,1,28690,779,Agent Distribution,0
55.7,Female,Unmarried,2,346202,Gig Work,1,Urban,Term Life,7+ months,5000000,70405,Quarterly,Auto-Debit,2,248152,633,Agent Distribution,1
51.9,Male,Married,0,1161518,Gig Work,3,Urban,Whole Life,7+ months,500000,7791,Monthly,Manual Payment,0,92474,764,Agent Distribution,1
35.9,Female,Unmarried,0,120000,Gig Work,0,Urban,Whole Life,7+ months,1000000,15203,Quarterly,Manual Payment,2,73623,654,Direct,0
47.3,Female,Married,0,604143,Employed,3,Urban,Supplemental Health Insurance,7+ months,10000000,93849,Monthly,Auto-Debit,1,114498,688,Agent Distribution,1
32.5,Female,Unmarried,2,530285,Retired,2,Urban,Term Life,0-3 months,1000000,9954,Monthly,Manual Payment,0,163655,810,Agent Distribution,1
44.1,Male,Married,2,155536,Gig Work,1,Rural,Supplemental Health Insurance,7+ months,2000000,30445,Quarterly,Auto-Debit,0,47881,596,Agent Distribution,0
51.0,Trans,Unmarried,1,309361,Retired,1,Rural,Supplemental Health Insurance,4-6 months,500000,5120,Monthly,Auto-Debit,0,51398,696,Embedded Apps,0
55.8,Female,Married,2,194785,Employed,2,Urban,Supplemental Health Insurance,4-6 months,2000000,16378,Monthly,Manual Payment,1,165990,715,Agent Distribution,0
50.6,Male,Married,3,305584,Employed,0,Rural,Supplemental Health Insurance,0-3 months,2000000,21230,Half Yearly,Manual Payment,0,25188,721,Agent Distribution,0
41.8,Female,Married,0,771731,Employed,3,Rural,Term Life,7+ months,1000000,9081,Quarterly,Auto-Debit,4,61859,643,Direct,1
32.3,Male,Married,2,410004,Employed,1,Rural,Term Life,4-6 months,5000000,31623,Annual,Auto-Debit,0,1124163,846,Direct,0
47.7,Female,Unmarried,2,383090,Employed,1,Urban,Term Life,4-6 months,2000000,34904,Half Yearly,Auto-Debit,1,45505,576,Embedded Apps,1
59.6,Male,Unmarried,1,198547,Employed,0,Urban,Term Life,7+ months,1000000,17796,Monthly,Auto-Debit,0,247271,796,Embedded Apps,0
34.5,Female,Married,1,120000,Employed,1,Rural,Whole Life,7+ months,2000000,16592,Half Yearly,Auto-Debit,1,61774,777,Direct,1
22.2,Female,Married,2,231902,Employed,1,Rural,Supplemental Health Insurance,0-3 months,2000000,11943,Monthly,Auto-Debit,1,148336,832,Agent Distribution,1
46.1,Male,Married,3,624449,Employed,1,Rural,Supplemental Health Insurance,0-3 months,500000,8041,Half Yearly,Auto-Debit,1,166622,552,Agent Distribution,0
21.2,Male,Married,3,120000,Employed,2,Rural,Whole Life,7+ months,1000000,8172,Annual,Auto-Debit,2,243571,610,Agent Distribution,1
27.1,Male,Married,2,128211,Retired,1,Urban,Term Life,0-3 months,1000000,10901,Quarterly,Auto-Debit,2,84102,799,Embedded Apps,1
34.4,Male,Unmarried,3,293134,Employed,4,Urban,Term Life,7+ months,1000000,5962,Half Yearly,Manual Payment,0,484613,529,Direct,0
27.2,Male,Married,2,134691,Employed,2,Urban,Term Life,7+ months,2000000,16788,Monthly,Auto-Debit,0,61606,551,Agent Distribution,0
34.8,Female,Married,2,154080,Gig Work,3,Urban,Term Life,4-6 months,1000000,16893,Quarterly,Auto-Debit,1,119059,640,Direct,0
37.2,Male,Married,2,199482,Employed,0,Rural,Whole Life,0-3 months,5000000,85329,Annual,Manual Payment,0,120116,695,Agent Distribution,0
41.2,Male,Married,1,120000,Employed,1,Urban,Term Life,0-3 months,1000000,8106,Monthly,Manual Payment,0,40232,807,Direct,1
22.4,Female,Married,3,135688,Employed,1,Urban,Term Life,0-3 months,1000000,10038,Monthly,Auto-Debit,1,78535,665,Embedded Apps,0
51.4,Male,Unmarried,2,439063,Employed,2,Rural,Term Life,0-3 months,2000000,14027,Quarterly,Auto-Debit,0,112331,631,Agent Distribution,0
23.5,Female,Married,2,120000,Retired,3,Urban,Whole Life,7+ months,1000000,6112,Half Yearly,Manual Payment,0,69863,704,Embedded Apps,1
19.7,Female,Married,4,120000,Employed,0,Rural,Whole Life,0-3 months,1000000,19882,Quarterly,Auto-Debit,2,695745,717,Direct,0
31.0,Female,Married,0,172643,Employed,0,Rural,Whole Life,7+ months,500000,7416,Annual,Manual Payment,0,50468,715,Direct,1
60.0,Female,Married,1,447919,Employed,3,Urban,Term Life,7+ months,1000000,13131,Monthly,Auto-Debit,0,253606,665,Direct,1
60.6,Female,Married,0,233784,Employed,1,Urban,Supplemental Health Insurance,4-6 months,1000000,16482,Quarterly,Auto-Debit,0,195862,523,Agent Distribution,1
65.8,Male,Unmarried,3,193840,Gig Work,2,Urban,Term Life,0-3 months,10000000,176011,Half Yearly,Auto-Debit,2,97627,606,Embedded Apps,1
28.6,Male,Unmarried,3,276800,Employed,2,Urban,Whole Life,0-3 months,1000000,17100,Monthly,Manual Payment,4,49406,793,Agent Distribution,1
64.2,Male,Married,1,120000,Employed,3,Urban,Whole Life,0-3 months,5000000,26240,Half Yearly,Manual Payment,1,53390,694,Direct,0
40.3,Female,Married,2,379380,Employed,0,Urban,Whole Life,7+ months,2000000,15604,Monthly,Auto-Debit,0,65226,654,Direct,1
33.4,Male,Married,2,350951,Employed,0,Rural,Supplemental Health Insurance,4-6 months,1000000,14823,Monthly,Auto-Debit,3,23656,769,Direct,0
48.3,Female,Married,3,201487,Employed,2,Urban,Term Life,7+ months,1000000,10636,Monthly,Auto-Debit,1,44233,589,Embedded Apps,0
28.5,Do not wish to disclose,Unmarried,2,542610,Gig Work,4,Rural,Whole Life,4-6 months,5000000,98686,Annual,Auto-Debit,2,30152,661,Agent Distribution,0
33.5,Female,Unmarried,2,121875,Gig Work,1,Urban,Term Life,7+ months,5000000,74905,Quarterly,Manual Payment,1,289728,691,Agent Distribution,1
26.0,Female,Married,4,590979,Retired,1,Urban,Whole Life,7+ months,500000,9674,Half Yearly,Auto-Debit,0,161905,644,Agent Distribution,1
21.2,Male,Married,1,298984,Gig Work,2,Rural,Term Life,7+ months,1000000,8021,Monthly,Manual Payment,0,185123,688,Direct,0
57.5,Female,Married,0,212015,Gig Work,4,Urban,Term Life,4-6 months,1000000,17959,Quarterly,Manual Payment,0,158113,664,Direct,0
21.3,Female,Unmarried,2,264630,Employed,3,Urban,Whole Life,0-3 months,500000,4910,Quarterly,Manual Payment,0,112822,568,Embedded Apps,0
42.4,Male,Unmarried,4,248926,Gig Work,4,Rural,Whole Life,7+ months,2000000,39686,Annual,Manual Payment,2,317598,694,Agent Distribution,1
20.3,Male,Married,2,630455,Gig Work,0,Rural,Term Life,4-6 months,5000000,36826,Half Yearly,Auto-Debit,3,60559,573,Agent Distribution,0
49.8,Female,Married,0,126288,Gig Work,0,Rural,Whole Life,4-6 months,1000000,12745,Half Yearly,Auto-Debit,1,107509,693,Direct,0
21.0,Female,Unmarried,1,157351,Employed,2,Urban,Whole Life,7+ months,2000000,33785,Monthly,Auto-Debit,0,179449,789,Direct,1
44.9,Female,Married,2,554272,Employed,3,Urban,Term Life,7+ months,2000000,22979,Quarterly,Auto-Debit,0,34304,657,Direct,0
46.3,Female,Married,1,176862,Gig Work,1,Rural,Whole Life,7+ months,1000000,12021,Quarterly,Auto-Debit,0,1175578,586,Direct,0
49.0,Female,Married,2,504020,Gig Work,1,Rural,Whole Life,7+ months,500000,9897,Annual,Auto-Debit,0,100997,669,Direct,1
36.7,Female,Unmarried,5,881698,Retired,3,Urban,Whole Life,7+ months,2000000,22759,Monthly,Manual Payment,0,110590,613,Agent Distribution,0
38.2,Male,Married,2,202550,Employed,0,Rural,Term Life,7+ months,5000000,70305,Monthly,Auto-Debit,1,269817,727,Direct,0
23.0,Male,Married,2,432333,Employed,1,Urban,Term Life,7+ months,2000000,11636,Quarterly,Manual Payment,0,205245,668,Direct,0
35.6,Male,Unmarried,2,120000,Employed,2,Urban,Whole Life,7+ months,500000,8816,Monthly,Manual Payment,5,101769,816,Embedded Apps,0
45.1,Female,Married,0,455118,Gig Work,2,Urban,Supplemental Health Insurance,7+ months,1000000,14722,Monthly,Manual Payment,0,109546,773,Agent Distribution,1
59.6,Female,Married,3,308536,Employed,2,Urban,Whole Life,4-6 months,500000,5530,Annual,Auto-Debit,2,29634,667,Embedded Apps,0
39.7,Female,Married,2,373669,Employed,1,Urban,Term Life,4-6 months,2000000,10485,Quarterly,Auto-Debit,0,63248,737,Agent Distribution,0
38.9,Male,Married,2,170774,Retired,2,Urban,Whole Life,7+ months,2000000,27750,Annual,Auto-Debit,0,149308,648,Agent Distribution,1
23.5,Female,Unmarried,2,120000,Employed,2,Urban,Supplemental Health Insurance,7+ months,500000,2594,Annual,Auto-Debit,2,140802,682,Direct,1
18.9,Female,Married,2,381656,Gig Work,2,Rural,Term Life,0-3 months,5000000,25090,Monthly,Auto-Debit,1,262218,651,Agent Distribution,0
22.9,Female,Married,2,120000,Employed,2,Rural,Supplemental Health Insurance,7+ months,2000000,28482,Quarterly,Manual Payment,0,89643,741,Direct,0
58.2,Female,Married,0,214884,Gig Work,1,Rural,Supplemental Health Insurance,0-3 months,2000000,15670,Monthly,Auto-Debit,0,32538,794,Direct,1
29.9,Male,Unmarried,3,518568,Employed,0,Rural,Term Life,7+ months,10000000,78783,Annual,Auto-Debit,0,229896,743,Embedded Apps,1
43.3,Female,Unmarried,4,306915,Retired,0,Urban,Supplemental Health Insurance,7+ months,500000,7399,Quarterly,Manual Payment,1,311411,753,Agent Distribution,0
63.7,Male,Married,2,1049516,Retired,1,Urban,Term Life,7+ months,5000000,29027,Quarterly,Auto-Debit,3,202520,753,Embedded Apps,1
51.0,Male,Married,4,549946,Employed,2,Rural,Supplemental Health Insurance,0-3 months,500000,4850,Monthly,Auto-Debit,0,86603,724,Agent Distribution,1
31.2,Female,Unmarried,1,169782,Employed,3,Urban,Term Life,7+ months,1000000,7241,Quarterly,Manual Payment,0,227637,588,Agent Distribution,0
43.6,Female,Married,2,273517,Employed,2,Urban,Term Life,4-6 months,5000000,68513,Monthly,Auto-Debit,3,1533599,816,Agent Distribution,0
62.9,Female,Unmarried,2,259585,Gig Work,3,Urban,Whole Life,4-6 months,5000000,74632,Quarterly,Manual Payment,0,108241,824,Agent Distribution,0
44.1,Female,Unmarried,2,120000,Gig Work,1,Rural,Whole Life,0-3 months,1000000,15817,Half Yearly,Auto-Debit,1,34565,661,Agent Distribution,1
26.0,Female,Unmarried,2,138929,Employed,1,Urban,Term Life,7+ months,2000000,17656,Annual,Manual Payment,0,61757,650,Embedded Apps,0
43.3,Female,Married,1,181220,Employed,1,Rural,Whole Life,7+ months,2000000,12677,Monthly,Auto-Debit,1,162816,728,Direct,0
64.8,Female,Married,0,120000,Employed,0,Urban,Term Life,0-3 months,5000000,30901,Quarterly,Auto-Debit,0,27341,724,Agent Distribution,0
39.5,Male,Unmarried,2,277408,Gig Work,0,Rural,Term Life,7+ months,500000,5696,Annual,Auto-Debit,0,113042,663,Agent Distribution,1
65.0,Male,Married,1,225404,Retired,2,Rural,Term Life,7+ months,5000000,95938,Monthly,Auto-Debit,0,133822,579,Direct,0
47.0,Male,Married,3,120000,Employed,4,Rural,Whole Life,7+ months,1000000,8265,Annual,Auto-Debit,1,337087,704,Agent Distribution,0
60.0,Male,Unmarried,1,356093,Employed,0,Urban,Term Life,7+ months,1000000,8851,Monthly,Auto-Debit,1,281575,724,Agent Distribution,0
65.2,Male,Unmarried,0,442905,Employed,0,Urban,Term Life,4-6 months,1000000,6513,Half Yearly,Auto-Debit,1,197139,738,Direct,0
34.0,Male,Married,2,314558,Employed,2,Rural,Term Life,7+ months,1000000,14083,Quarterly,Auto-Debit,1,17498,707,Direct,1
43.1,Male,Married,2,213876,Employed,1,Urban,Term Life,7+ months,5000000,75990,Quarterly,Auto-Debit,0,206249,658,Agent Distribution,1
53.8,Trans,Married,3,405959,Employed,3,Urban,Whole Life,4-6 months,1000000,14643,Annual,Auto-Debit,0,173582,759,Agent Distribution,0
18.7,Male,Unmarried,2,431988,Employed,2,Urban,Supplemental Health Insurance,0-3 months,10000000,179169,Monthly,Manual Payment,2,121146,685,Agent Distribution,0
25.3,Female,Unmarried,1,332761,Employed,4,Rural,Term Life,4-6 months,500000,6148,Monthly,Auto-Debit,0,24731,642,Direct,0
52.4,Male,Married,3,150658,Employed,1,Urban,Supplemental Health Insurance,4-6 months,2000000,14033,Quarterly,Auto-Debit,0,53028,665,Direct,0
32.1,Female,Married,2,325663,Employed,2,Rural,Whole Life,7+ months,5000000,46705,Annual,Manual Payment,0,38814,540,Embedded Apps,0
64.6,Male,Unmarried,0,619604,Employed,1,Urban,Whole Life,7+ months,2000000,29872,Monthly,Manual Payment,0,19692,665,Embedded Apps,1
40.0,Male,Married,2,176726,Gig Work,2,Urban,Whole Life,7+ months,2000000,28393,Annual,Auto-Debit,0,98485,735,Agent Distribution,0
31.5,Female,Married,4,1165379,Gig Work,1,Rural,Supplemental Health Insurance,7+ months,2000000,25930,Quarterly,Auto-Debit,2,52142,707,Embedded Apps,0
43.6,Male,Unmarried,2,185731,Employed,0,Urban,Term Life,0-3 months,5000000,76222,Monthly,Auto-Debit,3,806326,801,Agent Distribution,1
45.3,Male,Married,1,274494,Employed,2,Urban,Whole Life,7+ months,5000000,72804,Half Yearly,Auto-Debit,3,86248,658,Direct,0
40.8,Male,Unmarried,0,167587,Gig Work,2,Rural,Whole Life,4-6 months,500000,9109,Monthly,Manual Payment,3,277896,718,Direct,0
31.5,Male,Married,1,313730,Retired,3,Rural,Whole Life,7+ months,5000000,68951,Quarterly,Auto-Debit,3,28133,743,Embedded Apps,0
41.8,Male,Married,2,120000,Employed,2,Urban,Supplemental Health Insurance,0-3 months,1000000,16679,Monthly,Manual Payment,0,64597,867,Agent Distribution,0
19.8,Male,Unmarried,2,183096,Employed,2,Rural,Term Life,7+ months,1000000,8730,Quarterly,Auto-Debit,0,106672,691,Embedded Apps,0
62.8,Female,Married,0,124930,Employed,0,Rural,Whole Life,0-3 months,5000000,75863,Half Yearly,Auto-Debit,2,47737,596,Embedded Apps,1
43.2,Female,Unmarried,4,295001,Employed,2,Rural,Whole Life,0-3 months,1000000,18532,Quarterly,Manual Payment,0,70420,747,Agent Distribution,1
31.6,Female,Married,3,538268,Employed,2,Urban,Term Life,0-3 months,5000000,53929,Quarterly,Auto-Debit,0,82920,829,Direct,1
24.4,Male,Married,2,421765,Employed,3,Urban,Term Life,7+ months,1000000,16686,Quarterly,Auto-Debit,0,81868,654,Direct,0
20.1,Female,Married,3,120000,Gig Work,3,Rural,Whole Life,7+ months,500000,7935,Monthly,Manual Payment,0,435432,747,Direct,1
65.0,Male,Married,0,1120682,Employed,0,Rural,Supplemental Health Insurance,4-6 months,1000000,5892,Quarterly,Manual Payment,0,133596,778,Direct,0
40.9,Male,Married,2,329949,Employed,3,Urban,Whole Life,7+ months,500000,6861,Annual,Manual Payment,0,144872,761,Agent Distribution,1
64.0,Female,Married,2,155819,Employed,0,Urban,Supplemental Health Insurance,7+ months,2000000,13905,Annual,Auto-Debit,0,152013,690,Direct,0
60.2,Male,Married,3,299535,Employed,1,Urban,Term Life,7+ months,1000000,19509,Monthly,Auto-Debit,2,161151,624,Direct,0
64.4,Male,Married,3,303559,Employed,2,Urban,Term Life,7+ months,1000000,17171,Monthly,Manual Payment,1,92382,673,Agent Distribution,0
62.5,Female,Unmarried,1,168249,Employed,0,Urban,Term Life,4-6 months,500000,3322,Annual,Auto-Debit,2,76374,716,Agent Distribution,1
35.7,Female,Unmarried,4,308211,Gig Work,2,Urban,Term Life,4-6 months,1000000,6826,Quarterly,Manual Payment,0,112809,752,Agent Distribution,0
55.1,Female,Unmarried,0,175390,Employed,0,Rural,Term Life,7+ months,2000000,27834,Quarterly,Auto-Debit,0,249058,706,Agent Distribution,0
52.3,Female,Married,3,202186,Gig Work,0,Urban,Term Life,7+ months,500000,5086,Half Yearly,Auto-Debit,1,243042,649,Agent Distribution,1
32.6,Do not wish to disclose,Married,5,165977,Retired,2,Rural,Whole Life,7+ months,2000000,11047,Monthly,Manual Payment,0,81444,724,Embedded Apps,1
43.0,Male,Unmarried,1,120000,Employed,2,Urban,Whole Life,7+ months,5000000,65623,Quarterly,Auto-Debit,1,182457,748,Direct,1
54.9,Male,Married,3,297177,Employed,3,Urban,Term Life,0-3 months,2000000,21635,Annual,Auto-Debit,2,84485,710,Direct,0
45.8,Male,Married,0,404217,Employed,2,Urban,Term Life,7+ months,5000000,32580,Half Yearly,Auto-Debit,1,101427,613,Embedded Apps,1
28.0,Male,Unmarried,2,384776,Gig Work,2,Urban,Term Life,4-6 months,500000,8514,Monthly,Auto-Debit,3,67587,665,Agent Distribution,1
56.6,Male,Unmarried,2,476368,Retired,1,Rural,Whole Life,7+ months,1000000,18726,Monthly,Auto-Debit,0,85364,755,Embedded Apps,0
34.4,Female,Married,2,336730,Gig Work,0,Rural,Term Life,7+ months,5000000,81744,Monthly,Auto-Debit,0,288677,569,Direct,0
56.1,Female,Married,4,184811,Employed,0,Urban,Term Life,7+ months,2000000,34672,Half Yearly,Auto-Debit,1,106291,512,Embedded Apps,0
